Libcell,Min_Delay,Avg_Delay,Max_Delay
PREICG_X5N_A9PP84TL_C14,0.024,0.040702702702702764,0.052
PREICG_X5N_A9PP84TL_C16,0.043,0.046113207547169834,0.048
INV_X3F_A9PP84TL_C16,0.010,0.015,0.020
AOI22_X1R_A9PP84TL_C14,0.020,0.024333333333333332,0.027
INV_X1P5R_A9PP84TSL_C14,0.005,0.005666666666666667,0.006
DFFRPQ_X1N_A9PP84TR_C14,0.036,0.036,0.036
BUFH_X12N_A9PP84TSL_C14,0.011,0.013469387755102034,0.017
DFFRPQ_X1N_A9PP84TR_C16,0.033,0.05661111111111108,0.109
AOI22_X1R_A9PP84TL_C16,0.022,0.022,0.022
MXT2_X4N_A9PP84TR_C14,0.023,0.0256,0.031
OAI21_X6N_A9PP84TSL_C14,0.008,0.015946826758147525,0.017
BUF_X24N_A9PP84TSL_C14,0.011,0.01696000000000001,0.021
NOR2XB_X1N_A9PP84TL_C16,0.030,0.03,0.030
MXT2_X1N_A9PP84TSL_C14,0.018,0.028999999999999998,0.043
MXT2_X4N_A9PP84TR_C16,0.018,0.023666666666666666,0.027
MXT2_X1N_A9PP84TSL_C16,0.024,0.0268,0.032
INV_X14N_A9PP84TR_C16,0.005,0.005,0.005
NAND4_X2N_A9PP84TSL_C14,0.013,0.015983079526226743,0.017
INV_X7N_A9PP84TL_C14,0.005,0.006333333333333333,0.007
NAND2_X2N_A9PP84TR_C16,0.018,0.06899999999999999,0.120
INV_X7N_A9PP84TL_C16,0.007,0.007,0.007
SDFFXSQ_X4N_A9PP84TL_C14,0.065,0.065,0.065
BUF_X12N_A9PP84TSL_C14,0.027,0.027,0.027
SDFFXSQ_X4N_A9PP84TL_C16,0.043,0.04833333333333333,0.053
NAND4_X1R_A9PP84TSL_C14,0.012,0.013000000000000001,0.014
INV_X2N_A9PP84TL_C14,0.009,0.010666666666666666,0.013
INV_X2N_A9PP84TL_C16,0.008,0.015965517241379314,0.054
NAND3_X6N_A9PP84TSL_C14,0.020,0.02,0.020
OAI211_X1N_A9PP84TL_C14,0.025,0.026500000000000003,0.028
NAND3_X6N_A9PP84TSL_C16,0.014,0.014,0.014
OAI211_X1N_A9PP84TL_C16,0.021,0.024333333333333332,0.028
NOR2B_X1N_A9PP84TL_C14,0.019,0.020099999999999976,0.023
BUFH_X4N_A9PP84TSL_C14,0.008,0.014779505752023745,0.022
NOR2B_X1N_A9PP84TL_C16,0.034,0.034333333333333334,0.035
BUFH_X4N_A9PP84TSL_C16,0.009,0.009,0.009
INV_X6F_A9PP84TSL_C14,0.005,0.01014044943820208,0.016
NAND4_X1N_A9PP84TL_C14,0.029,0.029,0.029
NOR3_X1N_A9PP84TSL_C14,0.008,0.03975,0.061
NAND2_X1F_A9PP84TSL_C14,0.010,0.013285714285714286,0.018
NAND4_X1N_A9PP84TL_C16,0.026,0.0275,0.029
INV_X5F_A9PP84TR_C14,0.007,0.009333333333333334,0.014
MX2_X2N_A9PP84TR_C16,0.028,0.033,0.038
AOI22_X3R_A9PP84TR_C14,0.011,0.0152,0.018
INV_X5F_A9PP84TR_C16,0.024,0.03341176470588237,0.034
XNOR2_X1N_A9PP84TSL_C14,0.009,0.020500000000000008,0.025
OR2_X2N_A9PP84TL_C14,0.016,0.017802249851983462,0.030
NOR4_X4F_A9PP84TR_C14,0.028,0.028,0.028
INV_X10R_A9PP84TSL_C14,0.005,0.007117021276595583,0.015
XNOR2_X1N_A9PP84TSL_C16,0.022,0.0235,0.025
INV_X10R_A9PP84TSL_C16,0.006,0.006,0.006
BUF_X4N_A9PP84TL_C14,0.012,0.021666666666666667,0.062
OAI22_X1R_A9PP84TR_C14,0.028,0.028,0.028
AOI22_X4R_A9PP84TSL_C14,0.011,0.0118,0.013
BUF_X24N_A9PP84TR_C14,0.017,0.017,0.017
OAI22_X1R_A9PP84TR_C16,0.008,0.016333333333333335,0.032
BUF_X24N_A9PP84TR_C16,0.018,0.018,0.018
INV_X4N_A9PP84TSL_C14,0.005,0.009436363636363637,0.042
NAND2_X1P5N_A9PP84TSL_C14,0.018,0.018,0.018
INV_X4N_A9PP84TSL_C16,0.005,0.0065,0.008
INV_X4N_A9PP84TR_C14,0.006,0.009647058823529411,0.017
INV_X4N_A9PP84TR_C16,0.009,0.04263636363636363,0.046
DFFRPQ_X4N_A9PP84TSL_C14,0.033,0.048961871750432956,0.059
NOR2_X4R_A9PP84TSL_C14,0.006,0.007,0.008
OAI21_X1N_A9PP84TL_C14,0.019,0.019,0.019
DLY4_X1N_A9PP84TR_C16,0.037,0.058724770642201815,0.156
SDFFXSQ_X1N_A9PP84TR_C14,0.036,0.036,0.036
AO1B2_X2N_A9PP84TL_C14,0.023,0.023000000000000003,0.023
INV_X3R_A9PP84TSL_C14,0.006,0.00913698630136987,0.033
INV_X3R_A9PP84TSL_C16,0.024,0.024,0.024
AO1B2_X2N_A9PP84TL_C16,0.022,0.022,0.022
NAND2_X4R_A9PP84TL_C16,0.014,0.014,0.014
AO21_X1N_A9PP84TSL_C14,0.027,0.028,0.029
AO21A1AI2_X4N_A9PP84TSL_C14,0.010,0.01,0.010
AO21_X1N_A9PP84TSL_C16,0.031,0.031,0.031
BUFH_X5N_A9PP84TL_C14,0.009,0.0134,0.017
XOR2_X1N_A9PP84TL_C14,0.024,0.0275,0.031
XOR2_X1N_A9PP84TL_C16,0.005,0.012,0.019
SDFFXRPQ_X2N_A9PP84TL_C14,0.046,0.047,0.048
NOR2_X8TN_A9PP84TSL_C14,0.011,0.015937499999999997,0.030
BUF_X6N_A9PP84TR_C14,0.013,0.018285714285714287,0.027
SDFFRPQ_X3N_A9PP84TL_C14,0.035,0.035500000000000004,0.036
SDFFXRPQ_X2N_A9PP84TL_C16,0.025,0.03050000000000001,0.040
SDFFRPQ_X3N_A9PP84TL_C16,0.038,0.038,0.038
SDFFXRPQ_X1N_A9PP84TSL_C16,0.046,0.046,0.046
sdffq_x1_hd_9t_rvt,0.027,0.0341818181818182,0.055
INVP_X1N_A9PP84TL_C14,0.022,0.0244691358024691,0.048
AOI22_X1N_A9PP84TL_C14,0.018,0.01933333333333333,0.023
OAI22_X4N_A9PP84TL_C14,0.013,0.013,0.013
INV_X20F_A9PP84TSL_C14,0.011,0.011003478260869632,0.013
SDFFRPQ_X2N_A9PP84TSL_C14,0.020,0.020000000000000007,0.020
BUF_X1N_A9PP84TR_C14,0.013,0.017,0.021
SDFFRPQ_X2N_A9PP84TSL_C16,0.030,0.032,0.036
BUF_X1N_A9PP84TR_C16,0.010,0.020749999999999998,0.047
XNOR2_X1TN_A9PP84TSL_C14,0.015,0.0155,0.017
NOR4_X3N_A9PP84TSL_C14,0.019,0.019000000000000097,0.019
INV_X1P5F_A9PP84TR_C16,0.013,0.023043478260869565,0.046
OAI21_X3N_A9PP84TR_C14,0.011,0.012,0.013
AOI22_X4F_A9PP84TR_C14,0.014,0.014571428571428572,0.015
PREICG_X4R_A9PP84TL_C14,0.009,0.03014492753623189,0.067
NAND2_X6R_A9PP84TR_C14,0.007,0.007764705882352942,0.009
NOR2_X1R_A9PP84TR_C14,0.012,0.012,0.012
PREICG_X4R_A9PP84TL_C16,0.026,0.034,0.036
NAND2_X6R_A9PP84TR_C16,0.014,0.014,0.014
INV_X28R_A9PP84TSL_C14,0.010,0.012,0.014
NOR2_X1R_A9PP84TR_C16,0.007,0.023771428571428586,0.082
OR4_X1N_A9PP84TSL_C14,0.023,0.023,0.023
BUFH_X7N_A9PP84TR_C14,0.010,0.011580645161290327,0.016
AO1B2_X2N_A9PP84TSL_C14,0.012,0.016129032258064526,0.025
AOI22_X2F_A9PP84TSL_C14,0.013,0.016714285714285716,0.024
OAI211_X3N_A9PP84TSL_C14,0.017,0.017,0.017
BUFH_X7N_A9PP84TR_C16,0.010,0.013624999999999998,0.022
XOR2_X3N_A9PP84TR_C14,0.015,0.015000000000000005,0.015
AO1B2_X2N_A9PP84TSL_C16,0.016,0.016,0.016
XOR2_X3N_A9PP84TR_C16,0.018,0.0195,0.021
INV_X6R_A9PP84TL_C14,0.007,0.007,0.007
NAND2_X1R_A9PP84TR_C16,0.008,0.0178,0.026
SDFFXRPQ_X4N_A9PP84TR_C14,0.034,0.034,0.034
NAND3_X1N_A9PP84TSL_C14,0.015,0.06538461538461537,0.081
INV_X6R_A9PP84TL_C16,0.005,0.005,0.005
INV_X16R_A9PP84TSL_C14,0.005,0.00661482558139518,0.014
BUFH_X2N_A9PP84TR_C14,0.017,0.017,0.017
AOI22_X3N_A9PP84TR_C14,0.014,0.014571428571428572,0.015
NOR2_X2F_A9PP84TSL_C14,0.005,0.012894736842105273,0.023
BUFH_X2N_A9PP84TR_C16,0.013,0.047678571428571424,0.074
AOI31_X2N_A9PP84TSL_C14,0.015,0.0155,0.016
AO21A1AI2_X2N_A9PP84TL_C16,0.017,0.017,0.017
AND2_X1N_A9PP84TL_C14,0.023,0.023,0.023
AND2_X1N_A9PP84TL_C16,0.029,0.029,0.029
NAND3_X4R_A9PP84TR_C14,0.013,0.01675,0.021
NOR3BB_X1N_A9PP84TSL_C14,0.017,0.0186,0.025
NAND3_X4R_A9PP84TR_C16,0.027,0.027,0.027
NAND2_X4R_A9PP84TSL_C14,0.005,0.011500000000000002,0.017
MXT2_X6N_A9PP84TL_C14,0.016,0.0175,0.019
AOI21_X4N_A9PP84TSL_C14,0.012,0.0193,0.042
INV_X8R_A9PP84TR_C14,0.016,0.016,0.016
INV_X8R_A9PP84TR_C16,0.008,0.0085,0.009
NAND2_X4N_A9PP84TL_C16,0.013,0.013333333333333334,0.014
MXT2_X1N_A9PP84TL_C14,0.033,0.033,0.033
MXT2_X1N_A9PP84TL_C16,0.020,0.029400000000000003,0.035
INV_X3R_A9PP84TR_C14,0.012,0.0165,0.021
INV_X3R_A9PP84TR_C16,0.007,0.017,0.029
AO21A1AI2_X4N_A9PP84TR_C16,0.023,0.023,0.023
INV_X20F_A9PP84TR_C16,0.006,0.008299999999999998,0.025
AOI22_X1P5R_A9PP84TSL_C14,0.014,0.0155,0.017
NOR4BB_X1N_A9PP84TSL_C14,0.029,0.029,0.029
INV_X14F_A9PP84TR_C14,0.005,0.006624999999999999,0.012
MXT2_X2N_A9PP84TSL_C14,0.023,0.02983333333333334,0.031
INV_X14F_A9PP84TR_C16,0.005,0.0055,0.006
MXT2_X2N_A9PP84TSL_C16,0.024,0.024,0.024
NAND4_X2R_A9PP84TR_C16,0.019,0.019,0.019
MX2_X4N_A9PP84TL_C14,0.014,0.014,0.014
NAND4_X3N_A9PP84TSL_C14,0.012,0.01576470588235294,0.019
INV_X14F_A9PP84TSL_C14,0.006,0.010959798994974904,0.015
DLY2_X4N_A9PP84TR_C16,0.023,0.02778,0.040
NOR3_X4F_A9PP84TSL_C14,0.011,0.0185,0.026
INV_X24N_A9PP84TSL_C14,0.009,0.010499999999999999,0.012
PREICG_X4N_A9PP84TL_C14,0.017,0.0390472727272725,0.066
NAND4_X2R_A9PP84TSL_C14,0.009,0.015277777777777782,0.019
NAND2_X6N_A9PP84TR_C14,0.018,0.018,0.018
PREICG_X4N_A9PP84TL_C16,0.024,0.030555555555555575,0.052
AOI31_X3N_A9PP84TR_C16,0.021,0.021,0.021
INV_X2F_A9PP84TL_C16,0.008,0.011731707317073178,0.014
OA211_X2N_A9PP84TSL_C14,0.023,0.023,0.023
OA21A1OI2_X3N_A9PP84TR_C16,0.021,0.021,0.021
MXT2_X3N_A9PP84TR_C14,0.020,0.025,0.030
MXT2_X3N_A9PP84TR_C16,0.024,0.0335,0.043
MX2_X4N_A9PP84TSL_C14,0.020,0.0205,0.021
NAND2_X1N_A9PP84TR_C14,0.030,0.03,0.030
INV_X6N_A9PP84TL_C14,0.005,0.01,0.011
INV_X12N_A9PP84TSL_C14,0.008,0.010611111111111118,0.016
NAND2_X1N_A9PP84TR_C16,0.029,0.0344,0.042
NOR2_X8F_A9PP84TSL_C14,0.009,0.0095,0.010
INV_X12N_A9PP84TSL_C16,0.005,0.005,0.005
PREICG_X12N_A9PP84TL_C14,0.022,0.022,0.022
BUFH_X5N_A9PP84TSL_C14,0.008,0.01412327044025167,0.018
OAI31_X1N_A9PP84TR_C16,0.025,0.028999999999999998,0.037
INV_X7F_A9PP84TSL_C14,0.006,0.010438356164383569,0.016
NOR3_X2N_A9PP84TSL_C14,0.007,0.008684210526315789,0.011
SDFFRPQH_X2N_A9PP84TL_C14,0.039,0.039,0.039
NAND2_X2F_A9PP84TSL_C14,0.009,0.012333333333333333,0.017
NAND3_X6R_A9PP84TSL_C14,0.013,0.016,0.019
SDFFRPQH_X2N_A9PP84TL_C16,0.040,0.04,0.040
AO21B_X1N_A9PP84TR_C16,0.025,0.025,0.025
AOI22_X6N_A9PP84TSL_C14,0.009,0.012285714285714287,0.016
MX2_X6N_A9PP84TR_C14,0.015,0.018266666666666664,0.020
XOR2_X1N_A9PP84TSL_C14,0.006,0.015166666666666669,0.020
NOR2_X6N_A9PP84TSL_C14,0.011,0.011,0.011
INV_X5N_A9PP84TSL_C14,0.005,0.009750000000000003,0.018
BUF_X10N_A9PP84TL_C14,0.009,0.009,0.009
INV_X4F_A9PP84TR_C14,0.008,0.0112,0.014
OAI2XB1_X1N_A9PP84TR_C16,0.035,0.035,0.035
AOI22_X2R_A9PP84TR_C14,0.017,0.017,0.017
NOR2XB_X2N_A9PP84TR_C14,0.032,0.032,0.032
NOR2XB_X2N_A9PP84TR_C16,0.021,0.028,0.033
BUF_X28N_A9PP84TR_C14,0.014,0.014,0.014
MXIT2_X1N_A9PP84TR_C16,0.019,0.019,0.019
OAI21B_X1N_A9PP84TR_C16,0.013,0.013,0.013
INV_X4R_A9PP84TSL_C14,0.005,0.009879310344827584,0.015
NAND2_X1P5R_A9PP84TSL_C14,0.009,0.009,0.009
NAND2_X1P5R_A9PP84TSL_C16,0.013,0.013,0.013
INV_X4R_A9PP84TSL_C16,0.010,0.018,0.026
INV_X8N_A9PP84TR_C14,0.005,0.006500000000000002,0.011
AO22_X1N_A9PP84TR_C16,0.013,0.025739130434782622,0.031
INV_X8N_A9PP84TR_C16,0.005,0.005,0.005
XOR2_X1TN_A9PP84TR_C14,0.015,0.0155,0.016
AO21_X2N_A9PP84TSL_C14,0.017,0.020000000000000004,0.023
SDFFRPQH_X4N_A9PP84TR_C14,0.040,0.042923076923076925,0.045
SDFFRPQH_X4N_A9PP84TR_C16,0.045,0.047799999999999995,0.055
INV_X3N_A9PP84TR_C14,0.006,0.012303370786516863,0.032
NAND2_X8R_A9PP84TL_C14,0.011,0.011428571428571427,0.012
INV_X3N_A9PP84TR_C16,0.008,0.01575,0.036
SDFFXRPQ_X2N_A9PP84TSL_C14,0.020,0.02078000000000001,0.045
SDFFXRPQ_X2N_A9PP84TSL_C16,0.026,0.0315,0.048
BUF_X32N_A9PP84TSL_C14,0.014,0.016783783783783795,0.020
AOI22_X1F_A9PP84TL_C14,0.018,0.020499999999999997,0.023
AO1B2_X1N_A9PP84TL_C16,0.024,0.024,0.024
BUF_X12N_A9PP84TR_C14,0.015,0.0177,0.020
SDFFRPQ_X3N_A9PP84TSL_C16,0.033,0.033,0.033
BUF_X12N_A9PP84TR_C16,0.013,0.015,0.017
BUFH_X4N_A9PP84TL_C14,0.010,0.015857142857142858,0.018
OAI21_X2N_A9PP84TSL_C14,0.012,0.014421052631578954,0.019
XNOR2_X1N_A9PP84TL_C14,0.026,0.026,0.026
BUF_X20N_A9PP84TSL_C14,0.013,0.016111111111111118,0.018
NAND3_X1P5R_A9PP84TSL_C16,0.023,0.023,0.023
INV_X10R_A9PP84TL_C16,0.004,0.004,0.004
XNOR2_X1N_A9PP84TL_C16,0.022,0.024,0.026
BUF_X6N_A9PP84TSL_C14,0.018,0.018,0.018
SDFFXRPQ_X1N_A9PP84TL_C14,0.030,0.0788,0.085
BUF_X5N_A9PP84TR_C14,0.011,0.020999999999999998,0.026
NAND4XXXB_X1N_A9PP84TR_C16,0.046,0.04675,0.048
SDFFRPQ_X2N_A9PP84TL_C14,0.036,0.036,0.036
SDFFXRPQ_X1N_A9PP84TL_C16,0.050,0.05,0.050
INV_X28R_A9PP84TR_C14,0.004,0.004,0.004
BUF_X5N_A9PP84TR_C16,0.015,0.015000000000000008,0.015
SDFFRPQ_X2N_A9PP84TL_C16,0.064,0.064,0.064
MXGL2_X2N_A9PP84TL_C16,0.014,0.019374999999999958,0.029
AOI21_X4N_A9PP84TR_C14,0.011,0.011999999999999999,0.018
AOI21_X4N_A9PP84TR_C16,0.021,0.04257142857142857,0.054
OAI22_X3N_A9PP84TL_C14,0.014,0.014,0.014
AOI22_X3F_A9PP84TSL_C14,0.014,0.014,0.014
OAI211_X4N_A9PP84TSL_C14,0.013,0.016125,0.019
NAND3_X6R_A9PP84TL_C14,0.012,0.012,0.012
NAND3_X2N_A9PP84TSL_C14,0.019,0.02090909090909091,0.024
OAI21_X2N_A9PP84TR_C14,0.037,0.037,0.037
AOI22_X3F_A9PP84TR_C14,0.013,0.013,0.013
NOR2_X3F_A9PP84TSL_C14,0.006,0.010268292682926835,0.012
AOI22_X3F_A9PP84TR_C16,0.020,0.02,0.020
PREICG_X3R_A9PP84TL_C14,0.032,0.040290322580645174,0.054
INV_X2F_A9PP84TSL_C14,0.005,0.025303738317757018,0.049
NAND4_X1P5R_A9PP84TSL_C14,0.010,0.01594736842105263,0.024
AOI31_X3N_A9PP84TSL_C14,0.012,0.012,0.012
PREICG_X3R_A9PP84TL_C16,0.036,0.0505,0.057
INV_X2F_A9PP84TSL_C16,0.007,0.007,0.007
PREICG_X16R_A9PP84TL_C14,0.014,0.02159596510359968,0.032
AOI211_X1P5N_A9PP84TSL_C14,0.010,0.013571428571428571,0.022
PREICG_X16R_A9PP84TL_C16,0.030,0.030000000000000016,0.030
AOI22_X1N_A9PP84TSL_C14,0.011,0.01636666666666668,0.022
BUFH_X6N_A9PP84TR_C14,0.010,0.01,0.010
INV_X12R_A9PP84TR_C14,0.005,0.006500000000000001,0.008
BUFH_X6N_A9PP84TR_C16,0.013,0.013,0.013
INVP_X1N_A9PP84TSL_C16,0.031,0.031,0.031
NAND2_X6N_A9PP84TSL_C14,0.009,0.01309090909090909,0.018
INV_X12R_A9PP84TR_C16,0.006,0.009,0.011
INV_X5R_A9PP84TL_C14,0.006,0.007,0.008
OAI22_X1F_A9PP84TR_C16,0.008,0.013944444444444445,0.033
INV_X5R_A9PP84TL_C16,0.006,0.010400000000000001,0.016
SDFFXRPQ_X3N_A9PP84TR_C16,0.029,0.05983333333333332,0.079
NOR2_X2TN_A9PP84TSL_C14,0.005,0.0055,0.006
NOR3BB_X2N_A9PP84TSL_C14,0.017,0.02125,0.029
BUFH_X1N_A9PP84TR_C14,0.010,0.01675,0.031
OA21A1OI2_X3N_A9PP84TSL_C14,0.014,0.014,0.014
NOR2_X1N_A9PP84TSL_C14,0.009,0.0118,0.021
BUFH_X1N_A9PP84TR_C16,0.009,0.025361581920903903,0.070
NOR2_X1N_A9PP84TSL_C16,0.007,0.007,0.007
OA21A1OI2_X3N_A9PP84TSL_C16,0.009,0.012888888888888898,0.014
AO21A1AI2_X1N_A9PP84TL_C16,0.023,0.0265,0.030
AOI211_X2N_A9PP84TL_C14,0.019,0.019,0.019
OAI22_X4N_A9PP84TSL_C16,0.011,0.011,0.011
BUFH_X10N_A9PP84TL_C14,0.009,0.009,0.009
